id,overview_eng,labels
362694,"Continuing their search for the Amber Castle, Ash, Dawn, Brock, and Cheryl chase after a Combee hoping it will bring them to a Combee Wall, and the Amber Castle. After losing Combee twice, they finally manage to come to a cliff which has tons of Combee Walls hovering in the valley below. The find a cave behind it and head into it. Also inside the cave, Team Rocket decides to start digging for some honey. This angers the Combee and they start attacking. Ash and the others arrive and confuse the Combee and send Team Rocket packing. After accidentally knocking down a Combee Wall, the finally find the Amber Castle. Inside they see the ruler, Vespiquen. Cheryl asks for some of the honey, but Team Rocket breaks in and start attacking. The army of Combee attack back and the ensuing battle threatens to destroy the castle.","[('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Combee Walls', 'ORG'), ('Ash', 'CHARACTER'), ('a Combee Wall', 'PRODUCT'), ('the Amber Castle', 'ORG'), ('Vespiquen', 'POKEMON'), ('Cheryl', 'PERSON'), ('Combee', 'POKEMON')]"
362695,"On the way to Eterna City, Ash, Dawn, and Brock decide to stop and watch a Pokémon costume contest. They are extremely excited to watch it, and when they find out that the prize for winning the contest is a Pokémon egg, they decide to enter. Brock enters Croagunk as a Politoed, Dawn enters Piplup as a Weedle, and Ash enters Pikachu who will do impressions of other Pokémon. Meanwhile, Team Rocket is also entering the contest. As the first round gets underway, Ash, Brock, Jessie, and James all make it past, while Piplup accidentally uses Bubblebeam, making Dawn lose. As the final judging is about to begin, Jessie and Meowth decide to skip the contest and steal the Pokémon egg.",[]
362696,"While heading for Eterna City, Ash and the others come across a trainer and his defeated Zigzagoon. He tells them that he was attacked by a wild Buziel that is incredibly strong. They decide to go after it so that one of them can capture them. At the river they encounter Zoey, who is looking for a Water-Type. They finally encounter the Buizel, but one by one, Piplup, Glameow, and Pikachu are all defeated. They then follow Buizel to its training ground and try the same training. At the same time they must also defeat Team Rocket, who want Buizel to themselves.","[('Ash', 'CHARACTER'), ('Zigzagoon', 'POKEMON'), ('Buziel', 'GPE'), ('Zoey', 'PERSON'), ('a Water-Type', 'WORK_OF_ART'), ('one', 'CARDINAL'), ('Piplup', 'POKEMON'), ('Glameow', 'POKEMON'), ('Pikachu', 'POKEMON'), ('Buizel', 'POKEMON')]"
362697,"Ash and the others stop so that Dawn can introduce everyone to Buizel. However Buizel could care less. Ash decides to please Buizel by battling it with Turtwig, with the result of Turtwig being badly injured and taken to the Pokémon Center. There they meet an unexpected visitor in a member of the Sinnoh Elite 4: Lucian. Lucian tells them about the Champion League, a league you can enter after you beat regional leagues. Following the conversation, Buizel wants to battle with Lucian, and he accepts Buizel's offer. Lucian's choice of Pokémon is his Bronzong. However, Bronzong quickly defeats Buizel, damaging its fighting attitude, and worrying Dawn. Meanwhile Team Rocket plans to steal Bronzong and Buizel.","[('Ash', 'CHARACTER'), ('Turtwig', 'POKEMON'), ('the Pokémon Center', 'ORG'), ('the Sinnoh Elite 4: Lucian', 'ORG'), ('the Champion League', 'ORG'), ('Lucian', 'PERSON'), ('Pokémon', 'ORG'), ('Dawn', 'CHARACTER'), ('Bronzong', 'POKEMON'), ('Buizel', 'POKEMON')]"
362698,"Ash, Dawn, and Brock finally arrive in Eterna City. They head to the museum where the rare Adamant Orb has been stolen by thieves. They soon run into both Gardenia and Nando. Since the thieves used a Sunflora to help rob the museum, they believe Nando and his new Sunflora are the thieves. Ash, Dawn, and Brock send out their Pokémon to try and catch the real thieves, and they even have help from Viridian City's Officer Jenny. The poilce officers then begin their search for Nando's Sunflora, who has just run into Pikachu and Piplup. Meanwhile, Team Rocket, who are the real thieves, hideout is a small room since the entire museum is sealed off, but they are soon found by Pikachu, Piplup, and Sunflora.","[('Adamant Orb', 'PERSON'), ('Gardenia', 'GPE'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pokémon', 'ORG'), (""Viridian City's"", 'GPE'), ('Jenny', 'PERSON'), ('Nando', 'GPE'), ('Pikachu', 'POKEMON'), ('Piplup', 'POKEMON'), ('Sunflora', 'POKEMON')]"
362699,"The day finally arrives where Ash will challenge Gardenia for his second Sinnoh Badge. As the battle begins Gardenia and her Cherubi seem to have the upper-hand while using the weather to their advantage. Ash brings out Staravia and scores an early win, but can he repeat the success when Gardenia chooses Turtwig and whatever Pokémon she has in store? Meanwhile, Team Rocket try to sneak into the gym to get Pikachu but end up in a underground filled with treasure.","[('Cherubi', 'POKEMON'), ('Ash', 'CHARACTER'), ('Staravia', 'POKEMON'), ('Gardenia', 'GPE'), ('Turtwig', 'POKEMON'), ('Pokémon', 'PERSON'), ('Pikachu', 'POKEMON')]"
362700,"After leaving Eterna City, Ash, Dawn, and Brock travel down Cycling Road to Hearthome City, the location of the next gym and contest. Soon Brock's egg begins to glow, so they head to a nearby Pokémon center. Then they get there it seems to be abandoned. However, Nurse Joy and Chansey are there, but Nurse Joy acts extremely sad since her center has looked like a dumped ever since Cycling Road was built, and she thinks she is no longer needed since no one stops by. They try to cheer her up (as well as eventually help her restore the center), since they need her to help with Brock's egg. In the center, the egg finally hatches into Happiny. Brock and Happiny instantly take a liking to each other, and Brock gives her a bath and starts to work on a stone for her to hold. Meanwhile, Team Rocket is lurking around the center and plan to steal Happiny so they can evolve it into Chansey and run their own hospital and become rich.","[('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Cycling Road to Hearthome City', 'WORK_OF_ART'), (""Soon Brock's"", 'GPE'), ('Pokémon', 'ORG'), ('Cycling Road', 'WORK_OF_ART'), ('Brock', 'CHARACTER'), ('Happiny', 'POKEMON'), ('Chansey', 'POKEMON')]"
362701,"Continuing on their way to Hearthome City, Ash and the others come across a giant river. They discover there is a steamboat they can take that will bring them to a location near Hearthome City. They go on the boat and let their Pokémon out to enjoy it. Ash, Dawn, and Brock decide to go shopping before the ship leaves, and they leave Pikachu and Piplup in charge. While they are  at the store, Pachirisu accidentally falls on the ships control and the ship begins to set sail! To make matters worse, Team Rocket is on the ship with all the Pokémon ready to be stolen.","[('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('Piplup', 'POKEMON'), ('Pachirisu', 'POKEMON'), ('Pokémon', 'ORG')]"
362702,"On the way to Hearthome City, Ash, Dawn, and Brock stop at a Pokémon center. On the TV they watch a battle between Lucian and the Sinnoh Champion: Cynthia. When Ash hears that Cynthia is in nearby Amity Square, he rushes off to meet her. When they arrive at the square, Paul is also there and challenges her to battle. Cynthia agrees and the two begin their battle. However, Paul soon losses four of his Pokémon to Cynthia's powerful Garchomp and calls off the battle. He takes his Pokémon to the Pokémon Center where Cynthia then heals them. Meanwhile, Ash might learn more about Paul and how he treats his Pokémon, while Team Rocket plan to steal Paul's Pokémon.","[('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Lucian', 'PERSON'), ('the Sinnoh Champion', 'ORG'), ('Amity Square', 'FAC'), ('two', 'CARDINAL'), ('four', 'CARDINAL'), ('Garchomp', 'POKEMON'), ('the Pokémon Center', 'ORG'), ('Cynthia', 'PERSON'), ('Ash', 'CHARACTER'), ('Paul', 'PERSON'), ('Pokémon', 'ORG')]"
362704,"Continuing their journey to Hearthome City, Ash and friends are traveling through the woods when a worried Glameow and Misdreavus come over to them. They follow the pair and find Zoey, who has sprained her foot. They help her back to her camp when she introduces them to her new Shellos. Zoey also reveals that in the Hearthome Contest, trainers not only have to use two Pokémon in the battle rounds, but in the appeal round too! Zoey then offers to help Dawn in her training, as well as demonstrating her combination. Meanwhile, Jessie takes a break from catching Pikachu in order to show the two coordinators up.","[('Ash', 'CHARACTER'), ('Glameow', 'POKEMON'), ('Misdreavus', 'POKEMON'), ('Shellos', 'POKEMON'), ('Pokémon', 'ORG'), ('Zoey', 'PERSON'), ('Dawn', 'CHARACTER'), ('Jessie', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('two', 'CARDINAL')]"
362705,"On the way to Hearthome City, Ash, Dawn, and Brock stop by a scenic lake to relax and let their Pokémon out. While relaxing, an Electrike comes running by and accidentally attack them, and shocking Ash. Electrike's trainer, Jaco, comes over to apologizes. Jaco tells them that he is a breeder. They a man comes over to Jaco and tells Ash and the others of the Training Center for electric Pokémon that is nearby. While there, Jaco confesses that he would rather breed flying-types, but he is stuck in the center raising an Electrike that he does not have faith in. However, Brock does convince him to let him help take care of Electrike for a little while. Meanwhile, Team Rocket see the dedication that Electrike is putting forth, which inspires James and Meowth to help, while Jessie decides to capture it.","[('Dawn', 'CHARACTER'), ('Ash', 'CHARACTER'), ('the Training Center', 'ORG'), ('Pokémon', 'ORG'), ('Jaco', 'ORG'), ('Brock', 'CHARACTER'), ('Electrike for a little', 'ORG'), ('Electrike', 'POKEMON'), ('James', 'CHARACTER'), ('Meowth', 'POKEMON'), ('Jessie', 'CHARACTER')]"
362706,"Continuing their journey to Hearthome City, Ash, Dawn, and Brock become lost in the woods. When it starts to rain, they head under an old gate to stay dry. They notice that on the other side it is not raining so they continuing walking. They finally arrive at the Pokémon center, where Professor Oak and Johanna are. They tell Ash and Dawn of the playoffs being held to determine the worlds greatest trainer and coordinator and tell them to compete. The two agree, and end up facing Cynthia and Johanna! Although it seems they will lose, both of them prevail. Even more strange, all the Nurse Joys and Officer Jenny's suddenly love Brock, Jessie becomes a TV Star, James find tons of rare bottle caps and Giovanni finally wants Meowth instead of Persian. However, this may just be one big illusion.","[('Pokémon', 'NORP'), ('Oak', 'PERSON'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('two', 'CARDINAL'), ('Cynthia', 'PERSON'), ('Johanna', 'PERSON'), ('Jenny', 'PERSON'), ('Brock', 'CHARACTER'), ('Jessie', 'CHARACTER'), ('James', 'CHARACTER'), ('Giovanni', 'PERSON'), ('Meowth', 'POKEMON'), ('Persian', 'POKEMON'), ('one', 'CARDINAL')]"
362707,"Continuing the journey to Hearthome City, Ash, Dawn, and Brock stop to eat lunch. After eating Turtwig brings them to a cliff where a Hippopotas is stuck on the cliff. After helping it, the Sinnoh Now staff shows up and tells them they were filming it and it accidentally got lost from its family. They decide to help the Pokémon get back to its family, and must do it before Team Rocket captures the easily tricked Pokémon.","[('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Turtwig', 'POKEMON'), ('Hippopotas', 'POKEMON'), ('Pokémon', 'ORG')]"
362708,"Continuing their journey to Hearthome City, Ash, Dawn, and Brock comes across the rare Pokémon Shieldon. Before they can marvel at the rare Pokémon, Hunter J and her minions return, and they want Shieldon! While battling her minions, they run into Gary! They hold J off long enough for them to get away. They then plan to meet up with Professor Rowan. Meanwhile, Team Rocket decide to sneak aboard J's ship to ""teach"" her a lesson. J then has her minions surround they area where Ash's group is, but they manage to find a way out. J then corners them and attacks. Despite Ash battling his hardest, J manages to get one of the Shieldon. Ash and Gary then sneak aboard J's ship to get it back.","[('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pokémon Shieldon', 'LOC'), ('Pokémon', 'ORG'), ('Hunter J', 'PERSON'), ('Rowan', 'PERSON'), ('Despite Ash', 'GPE'), ('one', 'CARDINAL'), ('Shieldon', 'POKEMON'), ('Ash', 'CHARACTER'), ('Gary', 'PERSON')]"
362709,"Continuing the journey to Hearthome City, Dawn decides to make a pit stop at a local Pokémon center in order to get a new PokeTch function. However, Nurse Joy then reveals that the center giving it out is on the other side of the woods, so Dawn heads there. On the way, Team Rocket intercept them and drag them into a cave to take a picture with their pokemon. Before that can happen a group of rock Pokémon roll throw, causing them to all run. Ash, Dawn, and Brock wind up separated from each other in a maze. To makes matters worse, some of the Pokémon are lost too. While they try to find each other in the maze, Team Rocket tries to keep them separate so they can catch all of their Pokémon.","[('PokeTch', 'ORG'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pokémon', 'ORG')]"
362710,"Ash and friends have almost arrived at Hearthome City. Before they can continue their journey, a girl named Mira appears and says she will teleport them to Hearthome City. However, she ends up teleporting them to a nearby lake and asks Ash, Dawn, and Brock to help her retrieve her Grandma's pendant from the sunken town. When they get attacked by a Gyarados, Mira finally tells them the whole story. The so called pendant is actually a pokeball with one of Mira's old pokemon in it - a Sandshrew. After seeing how much Mira cares for it, the three decide to help her despite the lies she has been telling.","[('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Grandma', 'PERSON'), ('Gyarados', 'POKEMON'), ('one', 'CARDINAL'), ('Sandshrew', 'POKEMON'), ('Mira', 'PERSON'), ('three', 'CARDINAL')]"
362711,"Ash heads for the Hearthome Gym for his battle, only to find out that the gym is closed. Nando then tells them about the Hearthome Tag Battle Tournament, which they decide to compete in. Before that happens, Dawn must compete in the pokemon contest. The contest won't be as easy as she thinks, not only must she pull off a double performance, but do so while competing with Jessie, Zoey, and Nando. All four of them pull off great opening appeals, but when the Final 8 are selected, Dawn is not one of them. She is crushed at the loss and leaves to be alone. The final round then comes down to Zoey and Nando, but who will achieve victory?",[]
362712,"Taking Nando's advice, Ash and Brock decide to enter the Hearthome Tag Battle Tournament. In order to cheer her up following her contest loss, Ash also enters Dawn in the tournament. As everyone is paired up with their partners, Ash finds out that his partner will be none other then Paul! Things are just a strange for Dawn due to her partner, Conway, being a little to attached to her. Meanwhile, Brock gets lucky when he is paired with the beautiful Holly. As the tournament begins, Dawn and Conway, and Brock and Holly manage to pull off wins, but can Ash and Paul set aside their differences and work together?","[(""Taking Nando's"", 'ORG'), ('Dawn', 'CHARACTER'), ('Conway', 'GPE'), ('Brock', 'CHARACTER'), ('Holly', 'DATE'), ('Ash', 'CHARACTER'), ('Paul', 'PERSON')]"
362713,"Ash and Paul, Dawn and Conway, and Brock and Holly have all made it to the next round of the Tag Battle Tournament. Due to the big crowds at the Pokémon center, Brock helps Nurse Joy out, while Dawn and Conway try to figure out strategies for the upcoming matches. Meanwhile, Paul is training Chimchar and is forcing it to battle Torterra, Ursaring, Murkrow, and Elekid all at once. When Ash and Dawn find out they are angered. Things go so far that even Nurse Joy intervenes to help Chimchar. After heading back to the center, Paul finally reveals why he trains Chimchar so hard.","[('the Tag Battle Tournament', 'ORG'), ('Pokémon', 'GPE'), ('Brock', 'CHARACTER'), ('Conway', 'GPE'), ('Torterra', 'POKEMON'), ('Ursaring', 'POKEMON'), ('Murkrow', 'POKEMON'), ('Elekid', 'POKEMON'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Paul', 'PERSON'), ('Chimchar', 'POKEMON')]"
362714,"Following Paul releasing Chimchar, Ash offers it to join his team. Delighted, Chimchar joins Ash. The next day the final rounds of the Tag Battle Tournament begin. Dawn and Conway beat their opponents, while Brock and Holly go up against Ash and Paul. Paul refuses to work properly with Ash and quickly ends the battle, even at the risk of knocking Ash's Staravia out. The final round then begins, with Ash choosing to use his new Chimchar. Despite their lack of cooperation, Ash and Paul manage to barely work together in the battle between Dawn and Conway. With Chimchar under a new trainer, and Ash facing a team that has the advantage, who will win the tournament?","[('The next day', 'DATE'), ('Brock', 'CHARACTER'), ('Holly', 'DATE'), ('Staravia', 'POKEMON'), ('Paul', 'PERSON'), ('Dawn', 'CHARACTER'), ('Conway', 'GPE'), ('Chimchar', 'POKEMON'), ('Ash', 'CHARACTER')]"
361288,"On the way to Veilstone City, Ash and the other decide to have a picnic. When Chimchar sees the happy environment, it seems confused since Paul never treated it this way.","[('Veilstone City', 'GPE'), ('Ash', 'CHARACTER'), ('Chimchar', 'POKEMON'), ('Paul', 'PERSON')]"
362789,"On the way to Veilstone City, Ash and the others arrive in a town where the once again see Gardenia, the Eterna Gym Leader. Team Rocket also arrives in town. Gardenia asks Ash and friends to have a tag battle between her and James. Gardenia then tells James that he is not using Cacnea to its full potential, and offers to take Cacnea and help train it.","[('Veilstone City', 'GPE'), ('Ash', 'CHARACTER'), ('Gardenia', 'GPE'), ('James', 'CHARACTER'), ('Cacnea', 'POKEMON')]"
362790,"On the way to the next town, Ash and the others run into Zoey. She reveals that the new contest will be held in Solaceon Town. Ash and Dawn decide to start training. However, both Aipom and Buizel seem to be distracted by the training of the other trainer, so Zoey says that they should trade them.","[('Solaceon Town', 'LOC'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Aipom', 'POKEMON'), ('Buizel', 'POKEMON'), ('Zoey', 'PERSON')]"
362791,"On the way to Solaceon Town, Ash and Dawn are doing some late night training with their new Buizel and Aipom. During the battle, Buizel accidentally destroys a nearby stone tower, and unleashes the pok�mon Spiritomb. Spiritomb attacks them before flying away. The next morning Ash and the others arrive in a nearby village that was attacked by Spiritomb. They meet an old woman who tells them the tale of Spiritomb. After realizing the trouble they have caused, Ash, Dawn, and Brock decide to help seal Spiritomb away. Meanwhile Team Rocket disguise them selves as psychics in order to capture both Pikachu and Spiritomb.","[('Solaceon Town', 'LOC'), ('late night', 'TIME'), ('Aipom', 'POKEMON'), ('Buizel', 'POKEMON'), ('The next morning', 'TIME'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Pikachu', 'POKEMON'), ('Spiritomb', 'POKEMON')]"
362792,"As the others continue their travels, they come across some people who are set to build a new stone bridge. However, they are having problems with their employee: Bibarel, who doesn't want to work anymore.","[('Bibarel', 'POKEMON')]"
362793,"On the way to the next town, Ash and the others meet a trainer who has a Nosepass. Ash asks to battle him and the trainer agrees. During the battle the trainer says he must go, as something regarding Nosepass' evolution is going to take place.","[('Ash', 'CHARACTER'), ('Nosepass', 'POKEMON')]"
362794,"Ash and friends are lost while on the trip to Solaceon Town. They find a mansion nearby and decide to check it out. When they approach they are attacked by an young girl named Marble, her Luxray, and a bunch of security guards, who believe they are thieves. The owner comes out and the misunderstanding in resolved. The owner, Matthew, reveals that three criminals want to steal his treasure the Old Charm, at 8:00. Ash, Dawn, and Brock agree to help out. It turns out that Team Rocket are the thieves, and they make off with the treasure. Their plan ends abruptly when their balloon pops and crash lands in another part of the mansion. Everyone heads to get there, but Team Rocket falls prey to the mansion's traps. Now it is up to Ash, Dawn, Brock, and Marble to find Team Rocket and get the Old Charm back, but with a mansion full of traps and a disobedient Luxray, that may be harder then planned.","[('Solaceon Town', 'PRODUCT'), ('Marble', 'PERSON'), ('Matthew', 'PERSON'), ('three', 'CARDINAL'), ('8:00', 'TIME'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Luxray', 'POKEMON')]"
362795,"Ash and friends arrive in Solaceon Town for Dawn's next contest. Dawn is training and shows off Aipom's new move, Double Hit. Brock reveals that this means Aipom is close to evolving. Soon Kenny arrives and reveals his new Breloom. Ash wants to battle him, and Kenny agrees. During the battle Kenny shows off the move Energy Ball, which Ash immediately wants to teach Turtwig. Kenny agrees and the battle is called off to begin training. Meanwhile Team Galactic Commander Saturn as his two henchman arrive at the Sloaceon Ruins and retrieve a special cube, and before leaving, they upset all of the ruins' Unown. Ash, Dawn, Brock, and Kenny arrive at the ruins, and are then unexpectedly caught in the Unown's warped dimension and must figure out a way to stop them.","[('Solaceon Town', 'LOC'), ('Double Hit', 'WORK_OF_ART'), ('Aipom', 'POKEMON'), ('Breloom', 'POKEMON'), ('Energy Ball', 'ORG'), ('Turtwig', 'POKEMON'), ('Saturn', 'PERSON'), ('two', 'CARDINAL'), ('the Sloaceon Ruins', 'FAC'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Kenny', 'PERSON'), ('Unown', 'POKEMON')]"
362796,"The day of the Solaceon Contest has finally arrived, and Dawn, Kenny, and Jessie are all determined to win. As the contest gets underway, all of them pull off dazzling appeals. When the final eight are selected, Dawn is not included. Dawn congratulates Kenny and Jessie. The final match comes down to Kenny and Jessie, and in a startling upset, Jessie defeats Kenny and wins her first ribbon. Kenny leaves town for the next destination that evening, while Dawn begins to sulk, trying to figure out why she keeps losing. The next day Zoey shows up and is ready to get Dawn back to winning form.",[]
362797,"On the way to Veilstone City, Brock brings the group to the Mountain Hut Maid Café where they meet the owners, sisters Spring, Summer, and Autumn. The sisters show them how they produce the milk, which is where they learn that Autumn's Miltank, Ilta, does not like to listen. Brock agrees to help Autumn and Ilta, so Ash and Dawn decide to help Spring and Summer with the café in their absence. Brock then bestows all his breeding knowledge to help Autumn and Ilta get along and cooperate. Meanwhile, Team Rocket try to have their own café, but when that fails they decide to steal Ilta instead.","[('Veilstone City', 'GPE'), ('the Mountain Hut Maid Café', 'ORG'), ('Spring,', 'DATE'), ('Miltank', 'POKEMON'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Spring', 'DATE'), ('Summer', 'DATE'), ('Brock', 'CHARACTER'), ('Autumn', 'DATE'), ('Ilta', 'ORG')]"
362798,"Continuing the journey to Veilstone City, Ash is busy training Turtwig so it can perfect Energy Ball. Realizing that it is getting late, Brock insists that they get to the next town before it gets dark. Dawn says that instead they should go to a nearby hot springs hotel owned by her friend's family. They arrive there and Dawn introduces them to her childhood friend Leona. While they immediately jump into the hot springs, they find out that the water level is low and they are cold. Leona reveals that it happened just recently, and her parents went off to find out the reason. Ash, Dawn, and Brock agree to help her find the reason and head up into the mountains with her. They soon discover a fresh hot spring in the mountains. The hot spring was made by a disguised Team Rocket, who is tapping into Leona's pipeline, and now they must find a way to get the water back.","[('Veilstone City', 'GPE'), ('Turtwig', 'POKEMON'), ('Energy Ball', 'ORG'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Leona', 'PERSON')]"
362799,"Ash and friends stop to have lunch in a city while Ash continues to train Turtwig to master the move Energy Ball. They are suddenly interrupted by a group of Gligar and a Gliscor who swoop down on them and steal all of their food. While trying to decide what to do, Paul appears and scares the hoard off, revealing that he wants to capture Gliscor. Ash, Dawn, and Brock then run into Nurse Joy and Officer Jenny who reveal that Gliscor was trapped in the city due to recently strong winds, and its attempts at using sonar to escape attracted a group of Gligar. Ash, Dawn, and Brock agree to help them get the group of pok�mon back to the forest. Meanwhile, Team Rocket is planning a way to capture the pok�mon, while Paul plots on how to capture Gliscor, and Ash has a few encounters with a awkward Gligar.","[('Turtwig', 'POKEMON'), ('Energy Ball', 'ORG'), ('Jenny', 'PERSON'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Paul', 'PERSON'), ('Gliscor', 'POKEMON'), ('Ash', 'CHARACTER'), ('Gligar', 'POKEMON')]"
362800,"Still on the way to Veilstone, Ash and friends stop by a sand-pit to have some fun. All of a sudden a Hippowdon emerges from underneath it. Trouble appears when the over curious Pachirisu falls into its mouth.","[('Veilstone', 'GPE'), ('Ash', 'CHARACTER'), ('Hippowdon', 'POKEMON'), ('Pachirisu', 'POKEMON')]"
362801,"Ash & friends finally arrive at Veilstone City. In the forest outside the town, they witness a battle between a female martial-artist and a Lucario. The girl is revealed to be Maylene, Gym Leader of the city. Ash asks for a gym battle immediately, but Maylene isn't feeling up to it. Meanwhile, Ash and friends also meet someone unexpected.","[('Ash &', 'ORG'), ('Veilstone City', 'GPE'), ('Lucario', 'POKEMON'), ('Maylene', 'PERSON'), ('Ash', 'CHARACTER')]"
362802,"Following Dawn's two contest losses, and Maylene's loss to Paul, both girls have lost their confidence in battle. The two of them decide to have a battle to regain their spirits.","[('Dawn', 'CHARACTER'), ('Maylene', 'PERSON'), ('Paul', 'PERSON'), ('two', 'CARDINAL')]"
362803,"Maylene has regained her confidence and accepts Ash challenge request. As the battle begins, Maylene begins with Machoke, while Ash chooses to use Staravia to show off its new training skills.","[('Maylene', 'PERSON'), ('Machoke', 'POKEMON'), ('Ash', 'CHARACTER'), ('Staravia', 'POKEMON')]"
362804,"On the night before Ash, Dawn, and Brock leave Veilstone City, they stop at a park with some meteors. However, Team Galactic shows up and wants to take them.","[('the night', 'TIME'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('Brock', 'CHARACTER'), ('Veilstone City', 'GPE')]"
362805,"While training with Gligar, Ash notices singing. When the group investigate, they find out it is coming from three Chingling. They are introduced to their trainer, who is trying to get the spoiled Chingling to have a better attitude.","[('Gligar', 'POKEMON'), ('Ash', 'CHARACTER'), ('three', 'CARDINAL'), ('Chingling', 'POKEMON')]"
394435,"On the way to the next town, Ash and friends encounter a Pokmon Ranger named Kellyn who is working undercover to protect a Riolu that can use Aura before it evolves from Pokmon Hunter J. Soon J returns, and she is not happy about seeing Ash again. Ash and friends agree to help the Ranger protect Riolu, but J is more persistent then ever.","[('Pokmon Ranger', 'PERSON'), ('Kellyn', 'PERSON'), ('Aura', 'GPE'), ('Pokmon', 'NORP'), ('Hunter J. Soon', 'PERSON'), ('Ash', 'CHARACTER'), ('Ranger', 'PERSON'), ('Riolu', 'POKEMON')]"
362807,"J has managed to capture Riolu and delivers it to her client. In order to help get it back, Ash is reunited with his old Ranger friend Solana, and together they agree to save Riolu.","[('Ash', 'CHARACTER'), ('Ranger', 'PERSON'), ('Solana', 'PERSON'), ('Riolu', 'POKEMON')]"
362806,"On the way to Pastoria City, Ash and friends encounter a Pokémon Ranger who is working undercover to protect a Riolu that can use Aura before it evolves from Pokémon Hunter J. Soon J returns, and she is not happy about seeing Ash again.","[('Pastoria City', 'GPE'), ('Pokémon Ranger', 'PERSON'), ('Riolu', 'POKEMON'), ('Aura', 'GPE'), ('Pokémon', 'NORP'), ('Hunter J. Soon', 'PERSON'), ('Ash', 'CHARACTER')]"
362809,"Ash and friends encounter a boy who has a Pichu and Raichu, and he thinks that Ash's Pikachu is wild. Meanwhile, Pikachu might have to revisit a very important issue regarding its future.","[('Pichu', 'POKEMON'), ('Raichu', 'POKEMON'), ('Ash', 'CHARACTER'), ('Pikachu', 'POKEMON')]"
362810,"On the way to Pastoria City, Ash and friends have stopped at a pokémon center to do some training. On TV, Dawn watches Sinnoh Now which reveals the Wallace, the Hoenn Champion and a contest master, is in Sinnoh to host a special tournament. Dawn decides to train for the contest, but Zoey's advice gets to her and she begins to doubt herself again. Then Rhonda comes up to them says she is looking for Wallace, who is supposed to be nearby. Ash and friends decide to look for him, and near a lake they find him. He then invites them to come over, and when he finds out Dawn wants to enter the Wallace Cup, he asks to see some of her moves.","[('Pastoria City', 'GPE'), ('the Hoenn Champion', 'ORG'), ('Sinnoh', 'GPE'), ('Zoey', 'PERSON'), ('Rhonda', 'PERSON'), ('Wallace', 'PERSON'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('the Wallace Cup', 'EVENT')]"
362811,"At a pier near Lake Valor, Ash, Dawn, and Brock wait for a ship to come which has their old friend May on it. The boat lands and they greet each other. As they leave the pier May talks about Max, reveals her new Glaceon and tells about her travels in Johto. When Ash gets hungry, she tells them she made reservations at the Seven Stars Restaurant. Once they get there, they find out they must win a tag battle before they can eat. Ash and Brock win their battle easily, but before Dawn and May can battle Team Rocket steals food from the restaurant and they decide to find them and get it backd Dawn.","[('Lake Valor', 'LOC'), ('Max', 'PERSON'), ('Glaceon', 'POKEMON'), ('Johto', 'GPE'), ('Seven', 'CARDINAL'), ('Ash', 'CHARACTER'), ('Brock', 'CHARACTER'), ('May', 'DATE'), ('Dawn', 'CHARACTER')]"
362812,"The Wallace Cup is finally beginning and the competition is going to be fierce with Ash, Dawn, May, Zoey, and Jessie all competing for the prestigious Aqua Ribbon, which can be used in any region's Grand Festival. As the appeals start, May, Zoey, and Ash all put on great appeals, but Dawn is till nervous about her two previous failed contest bids and wonders if she really can make it past the appeals.","[('The Wallace Cup', 'EVENT'), ('Jessie', 'CHARACTER'), ('Aqua Ribbon', 'PERSON'), ('Grand Festival', 'LOC'), ('May', 'DATE'), ('Zoey', 'PERSON'), ('Ash', 'CHARACTER'), ('Dawn', 'CHARACTER'), ('two', 'CARDINAL')]"
